ticketNumber,Date,tripId,ticketStatus,tripName,tripAbbreviation,taxAbbreviation,startDate,tripCategoryId,GrossTicket,Commission,NetTicket,invoiceId,invoiceStatus,groupId,Sales Office Invoice,gender,dateOfBirth,countryOfOriginId,countryName
4203-E81,2019-04-05,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,59,0,59,105932,2,NULL, Online,Female,1986-10-09,73,France
4203-SXF,2019-04-05,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,59,0,59,105933,2,NULL, Online,Female,1997-09-07,73,France
4203-UEW,2019-04-05,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,59,0,59,105934,2,NULL, Online,Male,2007-05-26,38,Canada
4217-2KH,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105935,2,NULL, Online,Male,1987-11-10,30,Brazil
4217-I9I,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105936,2,NULL, Online,Female,2000-06-30,30,Brazil
4217-J5F,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105945,2,NULL, Online,Male,2001-11-08,47,Colombia
4217-KH4,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105950,2,NULL, Online,Female,1969-12-31,47,Colombia
4217-WSZ,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105956,2,NULL, Online,Female,2001-04-09,47,Colombia
4217-637,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105957,2,NULL, Online,Female,1969-12-31,47,Colombia
4217-IB9,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105960,2,NULL, Online,Male,2001-04-08,47,Colombia
4217-8L4,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105961,2,NULL, Online,Male,2001-03-08,47,Colombia
4217-JQU,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105963,2,NULL, Online,Male,1999-02-10,47,Colombia
4217-D3D,2019-04-05,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105981,2,NULL, Online,Female,1993-07-21,138,Mexico
4199-3I9,2019-04-05,4199,2,Niagara Falls - Saturday,NF,HST,2019-04-06,1,59,0,59,105983,2,NULL, Online,Female,1995-10-27,47,Colombia
4260-4VH,2019-04-05,4260,2,The Toronto Marlies Hockey vs. Cleveland Monsters (4:00PM) Coca-Cola Stadium,MARLIES,HST,2019-04-14,4,24,0,24,105984,2,NULL, Online,Male,1992-06-16,107,Japan
4200-GRU,2019-04-05,4200,2,Niagara Falls - Sunday,NF,HST,2019-04-07,1,59,0,59,105985,2,NULL, Online,Female,1969-12-31,30,Brazil
4200-2GS,2019-04-05,4200,2,Niagara Falls - Sunday,NF,HST,2019-04-07,1,59,0,59,105986,2,NULL, Online,Male,1969-12-31,30,Brazil
4200-VAV,2019-04-07,4200,2,Niagara Falls - Sunday,NF,HST,2019-04-07,1,64,0,64,105991,2,NULL, Online,Male,1994-01-09,43,Chile
4217-QE6,2019-04-07,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105992,2,NULL, Online,Female,1997-06-30,107,Japan
4214-YFP,2019-04-07,4214,2,French Kiss,4DF,FC4,2019-04-19,1,349,0,349,105993,2,NULL, Online,Male,1998-11-25,223,United States
4217-VI7,2019-04-07,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,105994,2,NULL, Online,Male,1995-06-03,38,Canada
4207-93K,2019-04-08,4207,2,Maple Syrup Day Trip (Weather Permitting),MAPLE,HST,2019-04-13,1,45,0,45,105995,2,NULL, Online,Male,1988-11-21,164,Panama
4217-IX3,2019-04-08,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106027,2,NULL, Online,Male,1998-03-04,107,Japan
4217-MYK,2019-04-08,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106028,2,NULL, Online,Female,1998-03-30,47,Colombia
4207-M1P,2019-04-09,4207,2,Maple Syrup Day Trip (Weather Permitting),MAPLE,HST,2019-04-13,1,45,0,45,106124,2,NULL, Online,Female,1989-03-22,30,Brazil
4215-G5Z,2019-04-09,4215,2,French Canada,3DF,FC3,2019-04-19,1,299,0,299,106125,2,NULL, Online,Female,2000-08-30,99,India
4215-K2K,2019-04-09,4215,2,French Canada,3DF,FC3,2019-04-19,1,299,0,299,106126,2,NULL, Online,Female,2000-02-08,99,India
3884-5YS,2019-04-10,3884,2,"American Dream (New York City, Washington D.C., Philadelphia)",AD,.,2019-04-18,1,479,0,479,106160,2,NULL, Online,Male,2002-02-20,105,Italy
4217-SAR,2019-04-10,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106161,2,NULL, Online,Female,1995-02-07,38,Canada
4217-TG2,2019-04-12,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106218,2,NULL, Online,Female,1997-11-28,113,"Korea (South), Republic of"
4213-L3D,2019-04-12,4213,2,New York City,NYC,.,2019-04-19,1,584,0,584,106219,2,NULL, Online,Female,1971-07-08,18,Bangladesh
4213-2QZ,2019-04-12,4213,2,New York City,NYC,.,2019-04-19,1,434,0,434,106220,2,NULL, Online,Female,1978-11-01,38,Canada
4213-SK3,2019-04-12,4213,2,New York City,NYC,.,2019-04-19,1,434,0,434,106221,2,NULL, Online,Female,2011-01-13,38,Canada
4202-2E9,2019-04-12,4202,2,Niagara Falls - Sunday,NF,HST,2019-04-14,1,76,0,76,106281,2,NULL, Online,Male,1983-10-24,138,Mexico
4202-PAB,2019-04-12,4202,2,Niagara Falls - Sunday,NF,HST,2019-04-14,1,76,0,76,106282,2,NULL, Online,Female,1990-02-22,47,Colombia
4217-5GJ,2019-04-13,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106283,2,NULL, Online,Female,1997-06-09,113,"Korea (South), Republic of"
4202-GHP,2019-04-13,4202,2,Niagara Falls - Sunday,NF,HST,2019-04-14,1,59,0,59,106286,2,NULL, Online,Male,1987-04-06,30,Brazil
4217-PJ8,2019-04-13,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106290,2,NULL, Online,Female,1995-04-17,99,India
4217-7JE,2019-04-13,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106291,2,NULL, Online,Female,1994-06-29,220,Ukraine
4217-SUA,2019-04-13,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106292,2,NULL, Online,Male,1994-04-16,215,Turkey
4217-F9I,2019-04-14,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106293,2,NULL, Online,Female,1994-07-06,206,Taiwan
4217-92Y,2019-04-14,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106294,2,NULL, Online,Female,1994-02-15,206,Taiwan
4217-153,2019-04-14,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106295,2,NULL, Online,Female,1993-05-24,206,Taiwan
4217-T9F,2019-04-14,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106297,2,NULL, Online,Male,2001-02-01,30,Brazil
4217-YL7,2019-04-14,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106304,2,NULL, Online,Male,1993-08-08,38,Canada
4213-JQP,2019-04-15,4213,3,New York City,NYC,.,2019-04-19,1,0,0,0,106323,2,NULL, Online,Female,2001-08-01,30,Brazil
4204-DYB,2019-04-15,4204,2,Niagara Falls - Saturday,NF,HST,2019-04-27,1,59,0,59,106325,2,NULL, Online,Male,1998-01-24,204,Switzerland
4204-QXX,2019-04-15,4204,2,Niagara Falls - Saturday,NF,HST,2019-04-27,1,59,0,59,106326,2,NULL, Online,Male,1999-07-05,204,Switzerland
3684-SZE,2019-04-16,3684,2,Niagara Falls - Saturday,NF,HST,2019-05-25,1,60,0,60,106366,2,NULL, Online,Female,1992-06-01,156,Nigeria
4203-SDR,2019-04-16,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,59,0,59,106369,2,NULL, Online,Female,1986-04-28,30,Brazil
4203-AYU,2019-04-16,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,59,0,59,106370,2,NULL, Online,Male,1984-10-22,30,Brazil
4213-Q5C,2019-04-16,4213,2,New York City,NYC,.,2019-04-19,1,399,0,399,106383,2,NULL, Online,Female,1994-07-08,30,Brazil
4210-C23,2019-04-16,4210,2,French Canada NightRider,FCNR,FCN,2019-04-18,1,299,0,299,106385,2,NULL, Online,Female,1995-04-28,38,Canada
4213-GTD,2019-04-17,4213,2,New York City,NYC,.,2019-04-19,1,624,0,624,106420,2,NULL, Online,Female,1982-04-19,30,Brazil
4213-WZI,2019-04-17,4213,2,New York City,NYC,.,2019-04-19,1,624,0,624,106421,2,NULL, Online,Female,1983-05-17,30,Brazil
4384-DFH,2019-04-17,4384,2,Niagara Falls - Sunday,NF,HST,2019-06-02,1,60,0,60,106429,2,NULL, Online,Female,1998-11-07,73,France
4384-J5Z,2019-04-17,4384,2,Niagara Falls - Sunday,NF,HST,2019-06-02,1,60,0,60,106430,2,NULL, Online,Female,2001-01-11,30,Brazil
4383-F8S,2019-04-17,4383,2,St.Jacob`s & Elora Gorge,SJEG,HST,2019-06-01,1,45,0,45,106431,2,NULL, Online,Female,1998-11-07,73,France
4383-Q1I,2019-04-17,4383,2,St.Jacob`s & Elora Gorge,SJEG,HST,2019-06-01,1,45,0,45,106432,2,NULL, Online,Female,2001-01-11,73,France
4368-KI9,2019-04-17,4368,2,New York City Nightrider,NYCNR,.,2019-05-03,1,369,0,369,106445,2,NULL, Online,Female,1996-03-28,21,Belgium
4368-PEE,2019-04-17,4368,2,New York City Nightrider,NYCNR,.,2019-05-03,1,369,0,369,106446,2,NULL, Online,Female,1996-04-01,21,Belgium
4535-DH5,2019-04-17,4535,2,French Canada NightRider,FCNR,FCN,2019-09-06,1,354,0,354,106487,2,NULL, Online,Female,1991-11-25,138,Mexico
4535-UBR,2019-04-17,4535,2,French Canada NightRider,FCNR,FCN,2019-09-06,1,354,0,354,106488,2,NULL, Online,Female,1990-09-11,138,Mexico
4488-VAF,2019-04-17,4488,2,New York City,NYC,.,2019-09-13,1,519,0,519,106489,2,NULL, Online,Female,1990-09-11,138,Mexico
4217-IY9,2019-04-17,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106491,2,NULL, Online,Female,2000-10-09,44,China
4217-K8J,2019-04-17,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106492,2,NULL, Online,Male,1999-03-21,44,China
4213-RAV,2019-04-18,4213,2,New York City,NYC,.,2019-04-19,1,259,0,259,106510,2,NULL, Online,Male,1975-04-01,38,Canada
4203-33P,2019-04-19,4203,2,Niagara Falls - Saturday,NF,HST,2019-04-20,1,71,0,71,106523,2,NULL, Online,Male,1994-03-02,138,Mexico
4217-VLY,2019-04-19,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106525,2,NULL, Online,Male,2001-04-28,30,Brazil
4204-YEF,2019-04-19,4204,2,Niagara Falls - Saturday,NF,HST,2019-04-27,1,59,0,59,106526,2,NULL, Online,Male,1985-01-27,138,Mexico
3800-SY7,2019-04-20,3800,2,French Kiss,4DF,FC4,2019-05-17,1,359,0,359,106528,2,NULL, Online,Male,1991-11-09,107,Japan
4205-7PB,2019-04-20,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,76,0,76,106529,2,NULL, Online,Male,1978-01-26,222,United Kingdom
4205-J2K,2019-04-20,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,76,0,76,106530,2,NULL, Online,Male,1980-05-28,222,United Kingdom
4217-HCG,2019-04-21,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106540,2,NULL, Online,Female,1990-06-16,206,Taiwan
4217-BKI,2019-04-21,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106542,2,NULL, Online,Female,1969-12-31,73,France
4217-QZ8,2019-04-21,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106543,2,NULL, Online,Male,1969-12-31,73,France
4204-PH2,2019-04-22,4204,2,Niagara Falls - Saturday,NF,HST,2019-04-27,1,71,0,71,106584,2,NULL, Online,Male,1997-07-06,44,China
4217-1UE,2019-04-22,4217,3, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,0,0,0,106586,2,NULL, Online,Female,1982-10-21,138,Mexico
4217-E9W,2019-04-23,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106634,2,NULL, Online,Female,1997-07-27,38,Canada
4204-7ZP,2019-04-23,4204,2,Niagara Falls - Saturday,NF,HST,2019-04-27,1,71,0,71,106636,2,NULL, Online,Female,1993-11-01,44,China
4217-9QT,2019-04-23,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106637,2,NULL, Online,Male,2002-04-01,47,Colombia
4217-IFA,2019-04-23,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106638,2,NULL, Online,Male,2000-09-29,229,Venezuela
4217-8E3,2019-04-23,4217,3, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106639,2,NULL, Online,Female,1997-05-29,164,Panama
4382-L9I,2019-04-24,4382,2,Niagara Falls - Saturday,NF,HST,2019-06-01,1,60,0,60,106640,2,NULL, Online,Female,1969-12-31,30,Brazil
4217-SWV,2019-04-24,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106644,2,NULL, Online,Male,1996-11-27,138,Mexico
4217-8PF,2019-04-24,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106645,2,NULL, Online,Male,1996-06-24,47,Colombia
4217-CUK,2019-04-24,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106652,2,NULL, Online,Female,1992-11-16,167,Peru
4217-QM9,2019-04-24,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106653,2,NULL, Online,Female,1996-11-09,62,Ecuador
4217-9AR,2019-04-24,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106662,2,NULL, Online,Male,2001-05-03,47,Colombia
4382-G3E,2019-04-24,4382,2,Niagara Falls - Saturday,NF,HST,2019-06-01,1,60,0,60,106697,2,NULL, Online,Female,1987-05-14,30,Brazil
4217-RHT,2019-04-25,4217,2, Sunset Boat Cruise Party (NEW BUS DEPARTURE LOCATION),BC,HST,2019-04-26,3,25,0,25,106713,2,NULL, Online,Female,1987-06-13,30,Brazil
4205-LW9,2019-04-25,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,64,0,64,106721,2,NULL, Online,Female,1997-11-06,96,Hong Kong
4368-EEW,2019-04-26,4368,2,New York City Nightrider,NYCNR,.,2019-05-03,1,369,0,369,106729,2,NULL, Online,Female,1996-04-11,230,Viet Nam
4368-WMR,2019-04-26,4368,2,New York City Nightrider,NYCNR,.,2019-05-03,1,369,0,369,106730,2,NULL, Online,Female,1973-10-05,38,Canada
4205-HDB,2019-04-26,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,59,0,59,106763,2,NULL, Online,Female,1996-11-01,138,Mexico
4205-5MG,2019-04-26,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,59,0,59,106764,2,NULL, Online,Male,1996-07-08,138,Mexico
4398-1VP,2019-04-27,4398,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-06-27,1,429,0,429,106773,2,NULL, Online,Female,2019-04-01,113,"Korea (South), Republic of"
4398-7J3,2019-04-27,4398,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-06-27,1,429,0,429,106774,2,NULL, Online,Female,2001-12-03,113,"Korea (South), Republic of"
4398-U5A,2019-04-27,4398,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-06-27,1,429,0,429,106775,2,NULL, Online,Male,2005-01-18,113,"Korea (South), Republic of"
4398-314,2019-04-27,4398,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-06-27,1,429,0,429,106776,2,NULL, Online,Male,2019-04-01,113,"Korea (South), Republic of"
4205-69K,2019-04-27,4205,2,Niagara Falls - Sunday,NF,HST,2019-04-28,1,76,0,76,106781,2,NULL, Online,Male,1986-04-10,30,Brazil
4372-RS5,2019-04-30,4372,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-05-16,1,579,0,579,106807,2,NULL, Online,Female,1984-08-01,38,Canada
4372-Z35,2019-04-30,4372,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-05-16,1,579,0,579,106808,2,NULL, Online,Female,2001-02-28,38,Canada
4369-9AM,2019-05-01,4369,2,Niagara Falls - Saturday,NF,HST,2019-05-04,1,60,0,60,106878,2,NULL, Online,Female,1994-01-03,30,Brazil
4380-835,2019-05-02,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,106924,2,NULL, Online,Male,1997-09-21,38,Canada
4369-CEA,2019-05-02,4369,2,Niagara Falls - Saturday,NF,HST,2019-05-04,1,60,0,60,106926,2,NULL, Online,Female,1989-06-23,38,Canada
4369-J35,2019-05-02,4369,2,Niagara Falls - Saturday,NF,HST,2019-05-04,1,60,0,60,106927,2,NULL, Online,Female,1997-08-17,107,Japan
4369-PQR,2019-05-02,4369,2,Niagara Falls - Saturday,NF,HST,2019-05-04,1,60,0,60,106928,2,NULL, Online,Female,1993-04-02,107,Japan
4369-A5F,2019-05-02,4369,2,Niagara Falls - Saturday,NF,HST,2019-05-04,1,60,0,60,106929,2,NULL, Online,Female,2000-07-13,43,Chile
4370-WKJ,2019-05-03,4370,2,Niagara Falls - Sunday,NF,HST,2019-05-05,1,77,0,77,106966,2,NULL, Online,Male,1987-09-21,30,Brazil
4370-I9Q,2019-05-03,4370,2,Niagara Falls - Sunday,NF,HST,2019-05-05,1,77,0,77,106967,2,NULL, Online,Female,1990-04-13,30,Brazil
4375-1ZL,2019-05-03,4375,2,French Canada NightRider,FCNR,FCN,2019-05-17,1,329,0,329,106972,2,NULL, Online,Female,1999-05-09,107,Japan
3625-ESE,2019-05-03,3625,2,French Canada,3DF,FC3,2019-05-18,1,339,0,339,106973,2,NULL, Online,Female,1989-04-14,138,Mexico
4390-DEV,2019-05-04,4390,2,Algonquin Park Day Trip,AP1,HST,2019-06-15,1,99,0,99,106974,2,NULL, Online,Male,1998-11-15,73,France
4387-CD3,2019-05-04,4387,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-06-08,1,69,0,69,106975,2,NULL, Online,Male,1998-11-15,73,France
4370-AXW,2019-05-04,4370,2,Niagara Falls - Sunday,NF,HST,2019-05-05,1,65,0,65,106976,2,NULL, Online,Male,1987-05-13,30,Brazil
4377-FEF,2019-05-07,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,419,0,419,107029,2,NULL, Online,Female,1982-02-26,30,Brazil
4374-IH7,2019-05-07,4374,2,New York City Nightrider,NYCNR,.,2019-05-17,1,479,0,479,107030,2,NULL, Online,Female,1982-02-26,30,Brazil
4377-SKP,2019-05-07,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,329,0,329,107031,2,NULL, Online,Male,1996-01-06,30,Brazil
4377-HSF,2019-05-08,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,329,0,329,107033,2,NULL, Online,Female,1991-03-13,30,Brazil
4371-2KX,2019-05-08,4371,2,Niagara Falls - Saturday,NF,HST,2019-05-11,1,60,0,60,107034,2,NULL, Online,Male,1991-03-25,30,Brazil
3943-S8R,2019-05-08,3943,2,Chicago,CHI,.,2019-05-17,1,409,0,409,107036,2,NULL, Online,Female,1988-09-06,38,Canada
3943-1YQ,2019-05-08,3943,2,Chicago,CHI,.,2019-05-17,1,409,0,409,107037,2,NULL, Online,Female,1972-03-06,104,Israel
4382-WD6,2019-05-09,4382,2,Niagara Falls - Saturday,NF,HST,2019-06-01,1,72,0,72,107128,2,NULL, Online,Male,1994-06-15,30,Brazil
4382-JJ8,2019-05-09,4382,2,Niagara Falls - Saturday,NF,HST,2019-06-01,1,72,0,72,107131,2,NULL, Online,Male,1997-10-13,38,Canada
4375-6VL,2019-05-09,4375,2,French Canada NightRider,FCNR,FCN,2019-05-17,1,309,0,309,107132,2,NULL, Online,Female,1999-05-25,107,Japan
4375-YZT,2019-05-09,4375,2,French Canada NightRider,FCNR,FCN,2019-05-17,1,309,0,309,107134,2,NULL, Online,Female,1999-09-23,107,Japan
4380-BZ6,2019-05-10,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107141,2,NULL, Online,Male,1995-10-07,38,Canada
4380-R7V,2019-05-10,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107142,2,NULL, Online,Female,1996-12-12,38,Canada
4372-H4F,2019-05-10,4372,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-05-16,1,499,0,499,107189,2,NULL, Online,Female,1993-08-18,170,Poland
4372-YQI,2019-05-10,4372,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-05-16,1,429,0,429,107191,2,NULL, Online,Female,2000-11-20,81,Germany
4372-CFJ,2019-05-13,4372,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-05-16,1,499,0,499,107216,2,NULL, Online,Male,2000-11-07,38,Canada
3625-TXM,2019-05-13,3625,2,French Canada,3DF,FC3,2019-05-18,1,289,0,289,107229,2,NULL, Online,Female,1983-09-30,138,Mexico
4376-JVV,2019-05-13,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,60,0,60,107230,2,NULL, Online,Male,1978-04-18,30,Brazil
4380-BPY,2019-05-14,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107234,2,NULL, Online,Female,1991-05-11,138,Mexico
4377-1PH,2019-05-14,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,339,0,339,107241,2,NULL, Online,Female,1991-01-08,30,Brazil
4377-B66,2019-05-14,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,339,0,339,107242,2,NULL, Online,Female,1974-12-02,38,Canada
4377-PRR,2019-05-14,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,339,0,339,107244,2,NULL, Online,Female,1989-09-14,30,Brazil
4377-KYW,2019-05-14,4377,2,French Canada NightRider,FCNR,FCN,2019-05-24,1,339,0,339,107245,2,NULL, Online,Female,1969-12-31,30,Brazil
4376-SGV,2019-05-14,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,90,0,90,107270,2,NULL, Online,Female,1985-04-17,38,Canada
4376-LYH,2019-05-14,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,90,0,90,107271,2,NULL, Online,Male,1986-12-03,38,Canada
4380-YR5,2019-05-14,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107272,2,NULL, Online,Female,1993-07-29,138,Mexico
4380-8AE,2019-05-14,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107273,2,NULL, Online,Female,1992-02-26,138,Mexico
4382-SFP,2019-05-14,4382,2,Niagara Falls - Saturday,NF,HST,2019-06-01,1,72,0,72,107274,2,NULL, Online,Female,1993-11-10,30,Brazil
4376-CI6,2019-05-15,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,60,0,60,107277,2,NULL, Online,Male,2001-01-16,52,Cote D'ivoire
4376-WE6,2019-05-15,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,60,0,60,107278,2,NULL, Online,Female,2000-11-19,52,Cote D'ivoire
4380-UWV,2019-05-15,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107307,2,NULL, Online,Female,1996-03-21,81,Germany
4375-C9Z,2019-05-15,4375,2,French Canada NightRider,FCNR,FCN,2019-05-17,1,439,0,439,107310,2,NULL, Online,Male,1957-07-31,113,"Korea (South), Republic of"
4375-XXK,2019-05-15,4375,2,French Canada NightRider,FCNR,FCN,2019-05-17,1,439,0,439,107311,2,NULL, Online,Female,1960-07-30,113,"Korea (South), Republic of"
2933-ZSK,2019-05-16,2933,2,New York City,NYC,.,2019-05-17,1,409,0,409,107312,2,NULL, Online,Male,1982-10-18,30,Brazil
4380-63R,2019-05-16,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107336,2,NULL, Online,Female,2000-01-06,38,Canada
4380-7T2,2019-05-16,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107354,2,NULL, Online,Male,1986-03-18,38,Canada
4380-YHV,2019-05-16,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,25,0,25,107355,2,NULL, Online,Female,1988-02-25,113,"Korea (South), Republic of"
4380-XRI,2019-05-17,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,15,0,15,107385,2,NULL, Online,Female,1998-11-08,107,Japan
4380-8DV,2019-05-17,4380,2, Sunset Boat Cruise Party,BC,HST,2019-05-31,3,15,0,15,107386,2,NULL, Online,Female,1994-11-15,107,Japan
4376-WPK,2019-05-17,4376,2,Niagara Falls - Saturday,NF,HST,2019-05-18,1,60,0,60,107387,2,NULL, Online,Female,1989-10-02,30,Brazil
4410-MY7,2019-05-18,4410,2,French Canada,3DF,FC3,2019-07-05,1,399,0,399,107389,2,NULL, Online,Male,1971-03-06,30,Brazil
4410-X6C,2019-05-18,4410,2,French Canada,3DF,FC3,2019-07-05,1,309,0,309,107390,2,NULL, Online,Female,1975-06-10,30,Brazil
