ticketNumber,Date,tripId,ticketStatus,tripName,tripAbbreviation,taxAbbreviation,startDate,tripCategoryId,GrossTicket,Commission,NetTicket,invoiceId,invoiceStatus,groupId,Sales Office Invoice,gender,dateOfBirth,countryOfOriginId,countryName
4440-XAV,2019-07-18,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110211,2,NULL, Online,Male,2004-12-29,220,Ukraine
4448-9VB,2019-07-18,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,339,0,339,110223,2,NULL, Online,Male,1988-09-17,113,"Korea (South), Republic of"
4448-GH8,2019-07-18,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,110224,2,NULL, Online,Male,1994-04-14,30,Brazil
4440-5TA,2019-07-19,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110234,2,NULL, Online,Male,2003-08-09,220,Ukraine
4440-543,2019-07-19,4440,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-20,1,69,0,69,110250,2,NULL, Online,Male,2002-12-10,220,Ukraine
4448-6W2,2019-07-19,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110268,2,NULL, Online,Male,1995-09-22,113,"Korea (South), Republic of"
4448-4WV,2019-07-19,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110269,2,NULL, Online,Male,1998-11-17,113,"Korea (South), Republic of"
4439-1F2,2019-07-19,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,60,0,60,110292,2,NULL, Online,Male,2001-10-18,38,Canada
4444-LRH,2019-07-19,4444,2,Niagara Falls At Night,NFNT,HST,2019-07-21,1,60,0,60,110297,2,NULL, Online,Male,2000-09-04,73,France
4448-ZTF,2019-07-19,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110298,2,NULL, Online,Male,1996-02-27,113,"Korea (South), Republic of"
4446-JLT,2019-07-19,4446,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-25,1,499,0,499,110300,2,NULL, Online,Male,1998-10-11,38,Canada
4446-T7P,2019-07-19,4446,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-25,1,449,0,449,110301,2,NULL, Online,Male,2001-11-04,105,Italy
4446-TBJ,2019-07-19,4446,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-25,1,449,0,449,110302,2,NULL, Online,Male,2001-04-02,105,Italy
4439-G8Y,2019-07-19,4439,2,Niagara Falls - Saturday,NF,HST,2019-07-20,1,90,0,90,110303,2,NULL, Online,Male,2003-03-03,176,Russian Federation
4448-FUK,2019-07-19,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110304,2,NULL, Online,Female,2000-03-22,113,"Korea (South), Republic of"
4455-PCP,2019-07-19,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110305,2,NULL, Online,Female,2001-06-08,21,Belgium
4444-DRJ,2019-07-19,4444,2,Niagara Falls At Night,NFNT,HST,2019-07-21,1,90,0,90,110307,2,NULL, Online,Male,1969-12-31,195,Spain
4464-WY5,2019-07-20,4464,2,Chicago,CHI,.,2019-08-02,1,594,0,594,110310,2,NULL, Online,Male,1975-01-04,38,Canada
4463-ZMP,2019-07-20,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,110311,2,NULL, Online,Male,1988-09-20,138,Mexico
4448-6S4,2019-07-20,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110316,2,NULL, Online,Female,1997-10-23,113,"Korea (South), Republic of"
4448-12H,2019-07-20,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110319,2,NULL, Online,Female,1995-05-26,38,Canada
4449-K24,2019-07-21,4449,2,New York City Nightrider,NYCNR,.,2019-07-26,1,704,0,704,110320,2,NULL, Online,Female,1988-08-22,107,Japan
4448-P2E,2019-07-21,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110321,2,NULL, Online,Male,1998-07-07,113,"Korea (South), Republic of"
4444-R27,2019-07-21,4444,2,Niagara Falls At Night,NFNT,HST,2019-07-21,1,60,0,60,110322,2,NULL, Online,Male,1993-04-12,30,Brazil
4448-CRX,2019-07-21,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110331,2,NULL, Online,Female,1996-08-30,113,"Korea (South), Republic of"
4448-UFP,2019-07-21,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,309,0,309,110332,2,NULL, Online,Female,1999-02-20,113,"Korea (South), Republic of"
4448-FMV,2019-07-21,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,379,0,379,110333,2,NULL, Online,Male,1997-07-07,107,Japan
4289-ZL7,2019-07-22,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110343,2,NULL, Online,Female,1994-04-29,138,Mexico
4450-ZY3,2019-07-22,4450,3,Algonquin Park Day Trip,AP1,HST,2019-07-27,1,0,0,0,110361,2,NULL, Online,Male,1978-03-30,206,Taiwan
4482-GR7,2019-07-22,4482,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-11,1,90,0,90,110378,2,NULL, Online,Male,1969-12-31,195,Spain
4482-LR4,2019-07-22,4482,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-11,1,90,0,90,110379,2,NULL, Online,Female,1993-10-10,195,Spain
4455-XF5,2019-07-22,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,77.5,0,77.5,110380,2,NULL, Online,Female,2019-02-21,176,Russian Federation
4467-U93,2019-07-22,4467,2,French Kiss,4DF,FC4,2019-08-02,1,346.5,0,346.5,110381,2,NULL, Online,Female,2001-02-21,176,Russian Federation
4448-AEE,2019-07-22,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,284,0,284,110384,2,NULL, Online,Female,2019-07-03,30,Brazil
4508-AG9,2019-07-22,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,55,0,55,110385,2,NULL, Online,Male,2019-07-17,30,Brazil
4455-CZL,2019-07-22,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110392,2,NULL, Online,Male,2001-10-11,105,Italy
4455-IR8,2019-07-22,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,77.5,0,77.5,110393,2,NULL, Online,Female,1996-07-06,56,Czech Republic
4467-S1J,2019-07-22,4467,2,French Kiss,4DF,FC4,2019-08-02,1,346.5,0,346.5,110394,2,NULL, Online,Female,1996-07-06,56,Czech Republic
4455-14U,2019-07-22,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,77.5,0,77.5,110395,2,NULL, Online,Female,1999-06-10,204,Switzerland
4467-QPC,2019-07-22,4467,2,French Kiss,4DF,FC4,2019-08-02,1,346.5,0,346.5,110396,2,NULL, Online,Female,1999-06-10,204,Switzerland
4455-PID,2019-07-22,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,77.5,0,77.5,110397,2,NULL, Online,Female,1998-09-20,81,Germany
4467-S2P,2019-07-22,4467,2,French Kiss,4DF,FC4,2019-08-02,1,346.5,0,346.5,110398,2,NULL, Online,Female,1998-09-20,81,Germany
4468-GSX,2019-07-22,4468,2,French Canada,3DF,FC3,2019-08-03,1,309,0,309,110401,2,NULL, Online,Female,1997-03-02,96,Hong Kong
4448-KMA,2019-07-22,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,399,0,399,110408,2,NULL, Online,Male,1990-12-17,107,Japan
4448-9BA,2019-07-22,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,399,0,399,110409,2,NULL, Online,Male,1983-04-17,30,Brazil
4289-PMR,2019-07-23,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110418,2,NULL, Online,Female,1998-09-21,150,Netherlands
4289-JWQ,2019-07-23,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110419,2,NULL, Online,Female,1999-04-14,38,Canada
4455-9J6,2019-07-23,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,77.5,0,77.5,110458,2,NULL, Online,Female,1997-11-26,105,Italy
4467-GYT,2019-07-23,4467,2,French Kiss,4DF,FC4,2019-08-02,1,346.5,0,346.5,110459,2,NULL, Online,Female,1997-11-26,105,Italy
4487-DVW,2019-07-24,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,349,0,349,110529,2,NULL, Online,Female,1997-10-06,107,Japan
4487-M2W,2019-07-24,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,349,0,349,110530,2,NULL, Online,Female,1993-05-23,47,Colombia
4446-S67,2019-07-24,4446,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-07-25,1,429,0,429,110532,2,NULL, Online,Male,2002-09-10,105,Italy
4508-P1M,2019-07-24,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,60,0,60,110536,2,NULL, Online,Female,1998-10-19,107,Japan
4508-RX6,2019-07-24,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,60,0,60,110537,2,NULL, Online,Female,1998-06-10,107,Japan
4464-MWU,2019-07-24,4464,2,Chicago,CHI,.,2019-08-02,1,409,0,409,110618,2,NULL, Online,Female,1991-11-24,204,Switzerland
4456-JYW,2019-07-24,4456,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-27,1,69,0,69,110619,2,NULL, Online,Female,1995-03-20,73,France
4456-KMK,2019-07-24,4456,2,Scenic Caves and Wasaga Beach (Closed shoes required),SCWB,HST,2019-07-27,1,69,0,69,110620,2,NULL, Online,Female,1965-08-07,73,France
4464-SLY,2019-07-24,4464,2,Chicago,CHI,.,2019-08-02,1,409,0,409,110621,2,NULL, Online,Female,2000-07-06,204,Switzerland
4466-5A3,2019-07-24,4466,2,French Canada NightRider MORE SEATS AVAILABLE,FCNR,FCN,2019-07-26,1,354,0,354,110622,2,NULL, Online,Female,1997-07-03,138,Mexico
4466-A5P,2019-07-24,4466,2,French Canada NightRider MORE SEATS AVAILABLE,FCNR,FCN,2019-07-26,1,354,0,354,110623,2,NULL, Online,Female,1997-12-01,138,Mexico
4464-WLP,2019-07-24,4464,2,Chicago,CHI,.,2019-08-02,1,409,0,409,110624,2,NULL, Online,Female,1997-11-26,195,Spain
4455-SKC,2019-07-24,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110625,2,NULL, Online,Female,1989-04-16,30,Brazil
4458-EW2,2019-07-24,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,80,0,80,110626,2,NULL, Online,Male,1989-04-14,38,Canada
4458-3FE,2019-07-24,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,80,0,80,110627,2,NULL, Online,Male,1973-02-26,138,Mexico
4458-4TI,2019-07-24,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,90,0,90,110628,2,NULL, Online,Female,2019-07-22,176,Russian Federation
4458-1IT,2019-07-24,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,90,0,90,110629,2,NULL, Online,Male,2004-01-20,138,Mexico
4587-TMX,2019-07-24,4587,2,New York City,NYC,.,2019-11-15,1,409,0,409,110630,2,NULL, Online,Female,1972-01-01,138,Mexico
4587-CQK,2019-07-24,4587,2,New York City,NYC,.,2019-11-15,1,409,0,409,110631,2,NULL, Online,Female,1990-08-15,138,Mexico
4289-DQM,2019-07-25,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110634,2,NULL, Online,Male,1996-09-03,30,Brazil
4455-AEM,2019-07-25,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110655,2,NULL, Online,Male,1992-05-10,30,Brazil
4455-8IT,2019-07-25,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110656,2,NULL, Online,Male,1992-05-10,30,Brazil
4289-4J5,2019-07-25,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110664,2,NULL, Online,Female,2003-07-16,176,Russian Federation
4289-C9X,2019-07-25,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110665,2,NULL, Online,Male,1969-12-31,176,Russian Federation
4466-8IG,2019-07-25,4466,2,French Canada NightRider MORE SEATS AVAILABLE,FCNR,FCN,2019-07-26,1,354,0,354,110672,2,NULL, Online,Female,1996-10-08,138,Mexico
4289-RCQ,2019-07-25,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110681,2,NULL, Online,Female,1990-06-20,230,Viet Nam
4289-YW7,2019-07-25,4289,2, Sunset Boat Cruise Party,BC,HST,2019-07-25,3,25,0,25,110695,2,NULL, Online,Male,1997-10-13,138,Mexico
4455-7Z1,2019-07-25,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,110699,2,NULL, Online,Female,1998-06-22,81,Germany
4455-G3Z,2019-07-25,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,90,0,90,110700,2,NULL, Online,Female,2002-03-30,81,Germany
4448-AQE,2019-07-25,4448,2,French Canada (REVERSE),3DF,FC3,2019-07-26,1,289,0,289,110705,2,NULL, Online,Male,1988-11-21,164,Panama
4455-1JF,2019-07-25,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,65,0,65,110706,2,NULL, Online,Female,2019-03-26,21,Belgium
4458-QKI,2019-07-25,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,77,0,77,110707,2,NULL, Online,Female,1991-06-13,195,Spain
4455-U9E,2019-07-26,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110743,2,NULL, Online,Female,1969-12-31,107,Japan
4463-MMY,2019-07-26,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,110746,2,NULL, Online,Male,1996-04-01,215,Turkey
4659-5YD,2019-07-26,4659,2,Algonquin Park Day Trip (UPDATED DEPARTURE TIME 9:00AM),AP1,HST,2019-07-28,1,99,0,99,110747,2,NULL, Online,Male,1997-11-14,204,Switzerland
4463-MJG,2019-07-26,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,110755,2,NULL, Online,Male,1994-12-24,105,Italy
4458-7XQ,2019-07-26,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,102,0,102,110771,2,NULL, Online,Female,2001-04-25,73,France
4455-MCH,2019-07-27,4455,2,Niagara Falls - Saturday,NF,HST,2019-07-27,1,60,0,60,110773,2,NULL, Online,Male,1992-05-08,138,Mexico
4463-DXX,2019-07-27,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,110774,2,NULL, Online,Male,2000-08-26,81,Germany
4473-1K7,2019-07-27,4473,2,Niagara Falls - Saturday,NF,HST,2019-08-10,1,60,0,60,110775,2,NULL, Online,Female,1999-06-22,47,Colombia
4473-L47,2019-07-27,4473,2,Niagara Falls - Saturday,NF,HST,2019-08-10,1,60,0,60,110776,2,NULL, Online,Female,1997-06-06,47,Colombia
4573-PAV,2019-07-27,4573,2,French Kiss,4DF,FC4,2019-12-29,1,389,0,389,110777,2,NULL, Online,Female,1999-01-25,138,Mexico
4573-ACJ,2019-07-27,4573,2,French Kiss,4DF,FC4,2019-12-29,1,389,0,389,110778,2,NULL, Online,Female,1991-12-22,138,Mexico
4573-9G5,2019-07-27,4573,2,French Kiss,4DF,FC4,2019-12-29,1,389,0,389,110779,2,NULL, Online,Female,1994-08-28,138,Mexico
4569-HE1,2019-07-27,4569,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-12-22,1,419,0,419,110780,2,NULL, Online,Male,2002-09-14,113,"Korea (South), Republic of"
4587-JLK,2019-07-27,4587,2,New York City,NYC,.,2019-11-15,1,409,0,409,110782,2,NULL, Online,Female,1995-04-19,138,Mexico
4458-IT4,2019-07-27,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,90,0,90,110783,2,NULL, Online,Male,2001-05-14,105,Italy
4464-E6D,2019-07-27,4464,2,Chicago,CHI,.,2019-08-02,1,489,0,489,110784,2,NULL, Online,Female,1969-12-31,30,Brazil
4458-HST,2019-07-27,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,95,0,95,110785,2,NULL, Online,Female,1998-10-21,30,Brazil
4468-5JY,2019-07-27,4468,2,French Canada,3DF,FC3,2019-08-03,1,289,0,289,110804,2,NULL, Online,Female,1998-04-20,30,Brazil
4468-JGM,2019-07-27,4468,2,French Canada,3DF,FC3,2019-08-03,1,289,0,289,110805,2,NULL, Online,Male,1998-08-21,138,Mexico
4458-QRJ,2019-07-27,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,90,0,90,110808,2,NULL, Online,Male,2001-11-09,105,Italy
4458-BSI,2019-07-27,4458,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-07-28,1,90,0,90,110809,2,NULL, Online,Male,2001-09-21,105,Italy
4465-XJJ,2019-07-27,4465,2,New York City,NYC,.,2019-08-02,1,409,0,409,110810,2,NULL, Online,Female,2001-03-18,30,Brazil
4451-RJ6,2019-07-27,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,110811,2,NULL, Online,Female,1999-03-06,176,Russian Federation
4471-7EX,2019-07-28,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,110812,2,NULL, Online,Male,2003-08-09,220,Ukraine
4471-LDH,2019-07-28,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,110823,2,NULL, Online,Male,2002-12-10,220,Ukraine
4467-JAT,2019-07-28,4467,2,French Kiss,4DF,FC4,2019-08-02,1,359,0,359,110824,2,NULL, Online,Female,1990-08-07,30,Brazil
4465-AXW,2019-07-29,4465,2,New York City,NYC,.,2019-08-02,1,409,0,409,110863,2,NULL, Online,Female,2002-11-23,138,Mexico
4463-DW3,2019-07-29,4463,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-01,1,429,0,429,110865,2,NULL, Online,Female,1998-04-02,73,France
4447-LMK,2019-07-29,4447,2,New York City,NYC,.,2019-07-26,1,35,0,35,110866,2,NULL, Online,Female,2019-07-01,NULL,NULL
4447-RSX,2019-07-29,4447,3,New York City,NYC,.,2019-07-26,1,210,0,210,110867,2,NULL, Online,Female,2019-07-01,NULL,NULL
4493-UV8,2019-07-29,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,209,0,209,110868,2,NULL, Online,Female,1990-03-09,113,"Korea (South), Republic of"
4493-TL4,2019-07-29,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,209,0,209,110870,2,NULL, Online,Female,1989-03-07,113,"Korea (South), Republic of"
4493-WT8,2019-07-30,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,209,0,209,110873,2,NULL, Online,Male,1987-03-07,38,Canada
4493-ZAD,2019-07-30,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,224,0,224,110933,2,NULL, Online,Male,1988-07-29,47,Colombia
4493-2RS,2019-07-30,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,224,0,224,110934,2,NULL, Online,Female,1993-10-09,113,"Korea (South), Republic of"
4487-9G9,2019-07-30,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,309,0,309,110941,2,NULL, Online,Female,1997-07-23,30,Brazil
4487-VFV,2019-07-30,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,309,0,309,110942,2,NULL, Online,Female,1994-07-13,30,Brazil
4288-5DD,2019-07-30,4288,2,French Canada NightRider,FCNR,FCN,2019-08-09,1,309,0,309,110943,2,NULL, Online,Male,1994-07-31,18,Bangladesh
4367-CU2,2019-07-30,4367,2,French Canada,3DF,FC3,2019-08-10,1,379,0,379,110944,2,NULL, Online,Female,1996-05-17,138,Mexico
4367-ECT,2019-07-30,4367,2,French Canada,3DF,FC3,2019-08-10,1,379,0,379,110945,2,NULL, Online,Male,1997-05-03,138,Mexico
4487-E7U,2019-07-31,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,329,0,329,110972,2,NULL, Online,Female,1999-09-09,113,"Korea (South), Republic of"
4487-76Z,2019-07-31,4487,2,French Canada NightRider,FCNR,FCN,2019-08-02,1,329,0,329,110973,2,NULL, Online,Female,1997-04-27,113,"Korea (South), Republic of"
4290-G51,2019-07-31,4290,2, Sunset Boat Cruise Party,BC,HST,2019-08-21,3,25,0,25,110989,2,NULL, Online,Female,1998-10-12,204,Switzerland
4471-4JT,2019-07-31,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,110991,2,NULL, Online,Female,1996-03-26,195,Spain
4471-TVR,2019-07-31,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,110992,2,NULL, Online,Female,1996-03-12,195,Spain
4471-S3J,2019-07-31,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,110997,2,NULL, Online,Female,1996-12-06,113,"Korea (South), Republic of"
4471-JJD,2019-07-31,4471,2, Sunset Boat Cruise Party,BC,HST,2019-08-08,3,25,0,25,111006,2,NULL, Online,Female,1996-05-17,105,Italy
4495-75Q,2019-07-31,4495,2,Niagara Falls At Night,NFNT,HST,2019-08-18,1,102,0,102,111008,2,NULL, Online,Female,2019-07-04,73,France
3744-DMU,2019-07-31,3744,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-04,1,65,0,65,111016,2,NULL, Online,Female,1998-01-03,81,Germany
3744-67T,2019-07-31,3744,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-04,1,65,0,65,111017,2,NULL, Online,Male,1998-08-31,81,Germany
3744-1DE,2019-07-31,3744,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-04,1,65,0,65,111018,2,NULL, Online,Female,1998-03-03,81,Germany
3744-SK5,2019-07-31,3744,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-04,1,72,0,72,111019,2,NULL, Online,Male,2000-03-28,81,Germany
4465-1AM,2019-07-31,4465,2,New York City,NYC,.,2019-08-02,1,484,0,484,111024,2,NULL, Online,Female,2002-02-26,81,Germany
4587-4KZ,2019-08-01,4587,2,New York City,NYC,.,2019-11-15,1,464,0,464,111036,2,NULL, Online,Female,1997-04-01,30,Brazil
4529-XUG,2019-08-01,4529,2,French Canada NightRider,FCNR,FCN,2019-09-20,1,339,0,339,111043,2,NULL, Online,Female,1989-07-09,138,Mexico
4495-JHS,2019-08-01,4495,2,Niagara Falls At Night,NFNT,HST,2019-08-18,1,102,0,102,111090,2,NULL, Online,Male,2005-03-03,73,France
4497-QBW,2019-08-01,4497,2,New York City Nightrider,NYCNR,.,2019-08-23,1,504,0,504,111093,2,NULL, Online,Female,1997-08-08,113,"Korea (South), Republic of"
4497-L3C,2019-08-01,4497,2,New York City Nightrider,NYCNR,.,2019-08-23,1,504,0,504,111096,2,NULL, Online,Female,1999-03-06,107,Japan
4493-MHE,2019-08-01,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,244,0,244,111099,2,NULL, Online,Female,1998-10-12,204,Switzerland
4508-6J1,2019-08-01,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,60,0,60,111100,2,NULL, Online,Female,1999-07-23,56,Czech Republic
4508-JD8,2019-08-02,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,90,0,90,111101,2,NULL, Online,Male,2001-02-05,30,Brazil
4508-635,2019-08-02,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,60,0,60,111117,2,NULL, Online,Male,2002-09-10,105,Italy
4508-S2R,2019-08-02,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,90,0,90,111121,2,NULL, Online,Male,1969-12-31,150,Netherlands
4508-RXE,2019-08-02,4508,2,Niagara Falls - Saturday,NF,HST,2019-08-03,1,90,0,90,111123,2,NULL, Online,Male,2002-08-13,21,Belgium
4288-27F,2019-08-02,4288,2,French Canada NightRider,FCNR,FCN,2019-08-09,1,309,0,309,111151,2,NULL, Online,Female,1999-11-15,104,Israel
4502-7CX,2019-08-02,4502,2,New York City Plus 4.5 Days,NYCPlus 4.5Day,.,2019-08-29,1,429,0,429,111152,2,NULL, Online,Female,1997-04-10,81,Germany
4472-9Z6,2019-08-05,4472,2,New York City Nightrider,NYCNR,.,2019-08-09,1,369,0,369,111192,2,NULL, Online,Female,2002-07-16,38,Canada
4472-KCH,2019-08-05,4472,2,New York City Nightrider,NYCNR,.,2019-08-09,1,369,0,369,111193,2,NULL, Online,Female,2003-07-14,38,Canada
4493-UA6,2019-08-05,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,209,0,209,111194,2,NULL, Online,Female,1988-09-15,38,Canada
4493-8TC,2019-08-05,4493,2,Tobermory Overnight Camping,TOB,HST,2019-08-17,1,209,0,209,111195,2,NULL, Online,Female,1995-06-01,113,"Korea (South), Republic of"
4501-6ER,2019-08-05,4501,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-25,1,95,0,95,111196,2,NULL, Online,Female,1969-12-31,13,Australia
4501-34Q,2019-08-05,4501,2,Niagara Falls - Sunday Wine Region,NF,HST,2019-08-25,1,95,0,95,111197,2,NULL, Online,Male,1969-12-31,13,Australia
4451-VF6,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111211,2,NULL, Online,Female,1996-05-11,30,Brazil
4451-TX5,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111213,2,NULL, Online,Male,1997-12-22,81,Germany
4451-KQP,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111214,2,NULL, Online,Male,1997-08-22,138,Mexico
4451-UIF,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111228,2,NULL, Online,Female,1997-07-15,138,Mexico
4451-KX1,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111235,2,NULL, Online,Female,1998-03-03,81,Germany
4451-ZG5,2019-08-06,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111236,2,NULL, Online,Female,1998-01-03,81,Germany
4641-UAV,2019-08-07,4641,2,"American Dream (New York City, Washington D.C., Philadelphia)",AD,.,2019-08-15,1,539,0,539,111256,2,NULL, Online,Male,1988-11-21,164,Panama
4451-DG2,2019-08-07,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111293,2,NULL, Online,Female,1998-10-12,204,Switzerland
4451-R6A,2019-08-07,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111295,2,NULL, Online,Female,1996-03-26,195,Spain
4451-TIV,2019-08-07,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111297,2,NULL, Online,Female,1996-05-17,105,Italy
4451-TI8,2019-08-07,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111298,2,NULL, Online,Female,1996-03-12,195,Spain
4451-3ZM,2019-08-07,4451,2,Algonquin Park Day Trip,AP1,HST,2019-08-10,1,99,0,99,111302,2,NULL, Online,Female,1996-12-06,113,"Korea (South), Republic of"
